Title,id,会場(投稿),開催年度,多言語対応の有無,多言語対応（例）ウェブサイトの多言語化,バリアフリー対応の有無,バリアフリー対応策（例）,組織委員会の認証の有無,画像等データの有無,決算額_year,決算額_price
「五感と想像力で歩く建築ツアー」,607,"東京都庭園美術館 - 本館（旧朝香宮邸）",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・その他画像
「ここクリエイション」東山佳永「透明になるためのプラクティス」,608,"東京都庭園美術館 - 庭園|東京都庭園美術館 - 本館（旧朝香宮邸）|東京都庭園美術館 - 本館・新館",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・その他画像|あり・動画
"PROGRAM_B｜Installation / dance / Live",610,"東京都庭園美術館 - 庭園 芝庭|東京都庭園美術館 - 新館|東京都庭園美術館 - 本館（旧朝香宮邸）",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,あり・その他画像
"PROGRAM_C｜Live / streaming",611,"東京都庭園美術館 - 新館 ギャラリー2",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,あり・その他画像
"PROGRAM_D｜Installation / Screening / Live",613,"東京都庭園美術館 - 新館 ギャラリー2",2016,2016,,有り,英語,有り,バリアフリー対応施設,なし,あり・その他画像
"リニューアル・オープン／総合開館20周年記念事業 杉本博司 ロスト・ヒューマン　ギャラリートーク",621,"東京都写真美術館 - 3F 展示室",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,なし,なし
"総合開館20周年記念事業 ＴＯＰコレクション 東京・ＴＯＫＹＯ",627,"東京都写真美術館 - 3F 展示室",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,なし,あり・チラシ画像
"列聖記念 マザー・テレサ映画祭",630,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
庭園公開,634,"東京都庭園美術館 - 庭園",2016,2016,,有り,英語|中国語簡体字|中国語繁体字|韓国語|その他,有り,バリアフリー対応施設,なし,あり・その他画像
ウェルカムルームの運営,636,"東京都庭園美術館 - 本館 ウェルカムルーム",2016,2016,,無し,,有り,バリアフリー対応施設|触察展示等、五感を活用した展示,なし,なし
江東区民まつり・クルーズ「MOTおもしろプログラム」,641,都立木場公園,2016,2016,,無し,,無し,,なし,あり・その他画像
ミュージアム・スクール（学校団体による作品鑑賞）,646,東京都現代美術館,2016,2016,,無し,,無し,,なし,なし
東京都図画工作研究会　西多摩大会,647,福生市立福生第一小学校,2016,2016,,無し,,無し,バリアフリー対応施設,なし,なし
フォトドキュメンタリー　ワークショップ2016,648,"東京都写真美術館 - 1F スタジオ",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"モノクロ銀塩プリント ワークショップ（A/Bコース）",649,"東京都写真美術館 - 1F スタジオ",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
"モノクロ銀塩プリント ワークショップ（C/Dコース）",650,"東京都写真美術館 - 1F スタジオ",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
TOPコレクション展関連　対話による鑑賞プログラム（Aコース）,651,"東京都写真美術館 - 1F スタジオ|東京都写真美術館 - 3F 展示室",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
TOPコレクション展関連　対話による鑑賞プログラム（Bコース）,652,"東京都写真美術館 - 1F スタジオ|東京都写真美術館 - 3F 展示室",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
"モノクロ銀塩プリント ワークショップ（A/Bコース）",653,"東京都写真美術館 - 1F スタジオ",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
"高校生限定 暗室でモノクロ写真プリント ワークショップ（Aコース）  ",654,"東京都写真美術館 - 1F スタジオ",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
淺井裕介,656,品川区立小山小学校|墨田区立緑小学校|港区立笄小学校|大田区立開桜小学校|東京都立八王子盲学校|杉並区立大宮小学校,2016,2016,,無し,,無し,,なし,なし
"高校生限定 暗室でモノクロ写真プリント ワークショップ（Bコース）",657,"東京都写真美術館 - 1F スタジオ",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
"モノクロ銀塩プリント ワークショップ（C/Dコース）",658,"東京都写真美術館 - 1F スタジオ",2016,2016,,無し,,有り,バリアフリー対応施設,,なし
森千裕,668,港区立青山小学校,2016,2016,,無し,,無し,,なし,なし
関根直子,669,港区立青山小学校,2016,2016,,無し,,無し,,なし,なし
"リニューアル・オープン／総合開館20周年記念事業 杉本博司ロスト・ヒューマン 映画『羅生門』上映",670,"恵比寿ガーデンプレイス - YEBISU GARDEN CINEMA",2016,2016,,有り,英語|中国語繁体字|韓国語,無し,バリアフリー対応施設,,なし
"リニューアル・オープン／総合開館20周年記念事業 杉本博司ロスト・ヒューマン 映画『杉本博司 作 朗読能「巣鴨塚」』上映",671,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語繁体字|韓国語,無し,バリアフリー対応施設,なし,なし
"総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13 作家とゲストによる対談（元田敬三×石川竜一）",672,"東京都写真美術館 - 2F ロビー",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
"写真新世紀東京展2016 映像レクチャー テーマ：「映像表現の可能性、さわ ひらきの仕事」",674,"東京都写真美術館 - 1F スタジオ",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
"写真新世紀東京展2016 写真レクチャー テーマ：「ヨーロッパ写真の現在、フォトグラファーズギャラリーのビジョン」",675,"東京都写真美術館 - 1F スタジオ",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
"写真新世紀東京展2016 ポートフォリオレビュー",676,"東京都写真美術館 - 1F スタジオ",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
写真新世紀東京展2016　グランプリ選出公開審査会、表彰式,677,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
"夜明けまえ 知られざる日本写真開拓史 総集編 初期写真 国際シンポジウム「幕末」",678,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,なし,なし
"山崎博　計画と偶然 対談「山崎博をめぐって」",679,"東京都写真美術館 - 1F スタジオ",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,なし,なし
"総合開館20周年記念事業／収蔵映像展 アピチャッポン・ウィーラセタクン 亡霊たち 映画『アピチャッポン本人が選ぶ短編集』上映",680,"東京都写真美術館 - 1F ホール",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,なし,なし
総合開館20周年記念事業　東京・TOKYO　日本の新進作家vol.13,688,"東京都写真美術館 - 2F 展示室",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,なし,あり・チラシ画像
内海聖史,689,東京都立久留米特別支援学校|調布市立第一小学校|桐朋学園小学校|東星学園小学校|八王子市立第五小学校,2016,2016,,無し,,無し,,なし,なし
"総合開館20周年記念事業　アピチャッポン・ウィーラセタクン 亡霊たち",691,"東京都写真美術館 - B1F 展示室",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,なし,あり・チラシ画像
石田尚志,693,奥多摩町立古里小学校|調布市立八雲台小学校,2016,2016,,無し,,無し,,なし,なし
"総合開館20周年記念事業 夜明けまえ 知られざる日本写真開拓史　総集編",695,"東京都写真美術館 - 3F 展示室",2016,2016,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,なし,あり・チラシ画像
泉太郎,696,明法中学・高等学校|八王子市立上川口小学校|府中市立府中第十小学校|小平市立小平第十二小学校,2016,2016,,無し,,無し,,なし,なし
山川冬樹,697,町田市立鶴川第三小学校|稲城市立平尾小学校|町田市立成瀬中央小学校|東村山市立萩山小学校|町田市立本町田東小学校|東京都立八王子特別支援学校,2016,2016,,無し,,無し,,なし,なし
大人のための教育プログラム（ガイドスタッフによるギャラリートーク）,698,東京都現代美術館,2016,2016,,無し,,有り,バリアフリー対応施設,,なし
"総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13 作家とゲストによる対談（小島康敬×小林美香）",699,"東京都写真美術館 - 2F ロビー",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
"総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13 作家とゲストによる対談（田代一倫×倉石信乃）",700,"東京都写真美術館 - 2F ロビー",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
"総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13 作家とゲストによる対談（中藤毅彦×田原桂一）",701,"東京都写真美術館 - 2F ロビー",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
"総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13 作家とゲストによる対談（佐藤信太郎×大西みつぐ）",702,"東京都写真美術館 - 2F ロビー",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
"総合開館20周年記念事業 東京・TOKYO　日本の新進作家vol.13 作家とゲストによる対談（野村恵子×石川直樹）",703,"東京都写真美術館 - 2F ロビー",2016,2016,,有り,英語|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
台東区立金竜小学校（2016年11月9日）,704,台東区立金竜小学校,2016,2016,,無し,,無し,,なし,なし
台東区立田原小学校（2016年11月17日）,705,台東区立田原小学校,2016,2016,,無し,,無し,,なし,なし
世田谷区立八幡小学校（2016年11月30日）,706,世田谷区立八幡小学校,2016,2016,,無し,,無し,,なし,なし
台東区立松葉小学校（2016年12月5日）,707,台東区立松葉小学校,2016,2016,,無し,,無し,,なし,なし
台東区立東泉小学校（2016年12月9日）,708,台東区立東泉小学校,2016,2016,,無し,,無し,,なし,なし
清瀬市立芝山小学校（2016年12月15日）,709,清瀬市立芝山小学校,2016,2016,,無し,,無し,,なし,なし
台東区立育英幼稚園（2016年12月19日）,710,台東区立育英幼稚園,2016,2016,,無し,,無し,,なし,なし
台東区立田原幼稚園（2016年12月20日）,711,台東区立田原幼稚園,2016,2016,,無し,,無し,,なし,なし
江東区立大島幼稚園（2017年1月11日）,712,江東区立大島幼稚園,2016,2016,,無し,,無し,,なし,なし
港区立芝小学校（2017年2月6日）,713,港区立芝小学校,2016,2016,,無し,,無し,,なし,なし
台東区立東上野保育園（2017年2月7日）,714,台東区立東上野保育園,2016,2016,,無し,,無し,,なし,なし
滝野川女子学園中学高等学校（2016年10月15日～11月3日）,716,滝野川女子学園中学高等学校,2016,2016,,無し,,無し,,なし,なし
練馬区立豊玉小学校（2016年11月28日～2017年3月12日）,717,練馬区立豊玉小学校,2016,2016,,無し,,無し,,なし,なし
